,Aspect,BulkDensity,ClayPercentage,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon,PhCaCL,Slope,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
SCCS24,0.202962553,0.21500726,0.012113524,0.51553181,0.153824033,0.019633744,-0.809888984,0.297836559,0.643090133,0.609530016,0.704135971,0.60383058,0.538083092,0.730796662,0.438008192,-0.668582763,0.211813181,0.286008645,0.679806639,-0.144240133,-0.39872506,-0.296319762,0.714974713,-0.347316167,0.538501555,-0.818868702,0.446949253,0.8341735,-0.885375404,0.636556652,0.622683296,0.547064559,0.78199185,0.376894762,0.651801335,-0.199543841,0.317750564,0.59921257,-0.18723099,-0.039800749,0.976233939
SCCS25,0.106752119,0.117691304,0.157061316,-0.074889503,0.460260984,-0.567699927,0.060645912,-0.343586751,-0.187337072,-0.252787891,-0.038102908,0.007823973,-0.180270254,-0.327607062,0.241598991,0.587548474,0.188949656,-0.249942478,-0.148488904,-0.175844787,0.416128602,0.600366719,0.015767288,0.167073849,-0.238722977,0.043190695,0.082723948,-0.004071581,0.059138307,-0.36815345,0.21921099,0.052987014,-0.016119476,-0.387757194,-0.286025656,-0.376971391,0.394588352,-0.275281144,-0.400672736,-0.43789595,-0.184983952
SCCS26,0.406391635,0.315341828,0.347973661,0.661016118,0.249637755,-0.362806027,-0.878655163,0.124602558,0.650047333,0.6545867,0.764921789,0.344258,0.704274001,0.864022717,0.450795522,-0.800904822,0.28380379,0.599734604,0.713169865,-0.23113803,0.124254181,0.38496741,0.660452891,0.206471331,0.940844133,-0.877287732,0.332618067,0.763571983,-0.859832298,0.643826868,0.566538001,0.388997591,0.754757808,0.107801263,0.319059331,-0.166083332,0.502242659,0.30201754,-0.135324659,0.166430512,-0.297288096
SCCS27,0.081874431,0.369277487,-0.178740262,0.868914447,0.643139289,-0.11947643,-1.03722695,0.180904225,0.743888488,0.743508227,0.957999834,0.28208448,0.85882791,1.02329833,0.920421574,-0.583151861,0.619446945,0.623689593,0.825019923,-0.152513558,-0.147732747,1.132933203,0.765830663,0.747779879,1.003628685,-1.050039094,0.54926596,0.85209629,-0.84454035,0.605490103,0.753925068,0.449077096,0.895408502,0.47178405,0.911425166,-0.37471023,0.875097606,1.022022036,-0.364503765,0.309853776,-0.350281584
SCCS28,-0.163304306,0.490809634,0.333581318,1.12002767,0.595579005,-0.197794655,-1.180400519,0.398757184,1.124011734,1.142202325,1.126680685,0.731428627,1.112061014,1.429550879,0.940317227,-1.132383548,0.60012893,0.560984832,1.137875946,-0.31648157,-0.15552809,0.039052774,1.026001482,0.42519525,1.215314338,-1.185998691,0.720044333,1.096999199,-1.078934931,0.816294929,0.931752118,0.760480488,1.126974292,0.53315175,1.020459489,-0.364961141,0.977713236,0.945387392,-0.35286253,0.180608152,0.634123209
SCCS29,0.200474267,0.250582938,-0.197474357,0.559535347,0.368275132,-0.045134219,-0.85270772,0.094345566,0.478266862,0.456136422,0.727154097,0.179178191,0.599177343,0.657781237,0.573191603,-0.377260405,0.396934918,0.52259037,0.568598584,-0.093227899,-0.249201089,0.8171842,0.589857168,0.344339836,0.674005133,-0.864166951,0.349229828,0.700717413,-0.76065192,0.497835305,0.565092324,0.300796344,0.704770876,0.339270946,0.647876498,-0.238445097,0.500984633,0.742609426,-0.238184869,0.245866547,-0.296951358
SCCS3,0.06773412,0.369565662,0.288327945,0.636145838,0.445705305,-0.347188148,-0.783656053,0.086717186,0.621508502,0.588111847,0.72978185,0.426099396,0.666080435,0.712449723,0.729390405,-0.42248302,0.43978637,0.193039939,0.653651819,-0.225891927,0.181563149,0.549497655,0.665636744,0.235902977,0.693324573,-0.793618825,0.475843019,0.745543017,-0.741990964,0.311766688,0.730349166,0.478436531,0.737477449,0.145372948,0.375565878,-0.207748752,0.419448407,0.372593723,-0.191478552,-0.070358877,0.035501785
SCCS30,0.068077694,0.393968948,0.2398946,0.830806609,0.558090436,-0.323401514,-0.933884967,0.17128139,0.790381961,0.786372098,0.881317695,0.465470335,0.829491832,0.996217954,0.798161957,-0.693289647,0.512719238,0.451192173,0.830207244,-0.249686583,0.102003104,0.554472678,0.773704432,0.45029806,0.9466187,-0.940253217,0.543300651,0.844611489,-0.837858293,0.549349901,0.759653966,0.538139243,0.862669209,0.270096458,0.611828777,-0.31174129,0.735452112,0.611550023,-0.295040865,0.093574731,-0.00115262
SCCS31,-0.029996996,0.391576908,0.132373376,0.798731291,0.690096305,-0.324217985,-0.849127639,0.122191003,0.724243534,0.708263074,0.828595428,0.453149211,0.763866954,0.886243195,0.927719453,-0.453885344,0.598635764,0.301965386,0.756705567,-0.245086483,0.076363859,0.692132184,0.737781352,0.527637141,0.798239541,-0.862376351,0.590362872,0.788354024,-0.728302576,0.384044895,0.809213198,0.544535496,0.812170377,0.266419999,0.638626534,-0.395526636,0.78490755,0.658344145,-0.391977656,-0.004245018,0.07452336
SCCS32,0.398523364,0.442424307,0.800568328,0.780153089,0.01367442,-0.347113882,-1.076054359,0.32034056,0.811012056,0.814477424,0.907173805,0.430535124,0.936237103,1.034022011,0.603079831,-1.033041719,0.283974401,0.438274698,0.85198078,-0.30740861,0.133043559,0.282621138,0.798944904,0.053370653,1.216014874,-1.074768611,0.353235157,0.950155679,-1.109101384,0.562689383,0.780045283,0.453414995,0.918841223,0.218522583,0.362805142,0.04969842,0.223940828,0.286466237,0.115646809,0.230958973,-0.135852439
SCCS33,0.287941637,0.224390059,0.598405929,0.203514834,0.056683825,-0.099091251,-0.607495373,0.062907211,0.306140797,0.272979377,0.457991745,0.2981248,0.518896333,0.14964343,0.372671451,-0.085448491,0.062419039,-0.200345812,0.350136153,-0.155787172,-0.078568035,0.26653907,0.459625272,-0.349508922,0.31860214,-0.602486716,0.156008388,0.59625041,-0.738383033,0.043870266,0.553994008,0.268677551,0.520078568,0.103705737,0.158617867,0.033015624,0.082202934,0.156340306,0.032680897,-0.013007491,0.317522261
SCCS34,0.407651791,0.183819552,0.214114836,0.271033443,0.735310939,-0.828806656,-0.264694883,-0.407632421,0.28542873,0.209823074,0.329154224,0.497570475,0.207271607,0.101291798,0.585952725,0.265037059,0.393143185,-0.093818026,0.287849093,-0.250087581,0.690832713,0.364555123,0.423969175,-0.100767059,-0.009115199,-0.272819597,0.461101113,0.446183704,-0.33021919,-0.015850943,0.633187572,0.486873821,0.389077312,-0.554898943,-0.549649733,-0.373075177,0.151612383,-0.559118366,-0.397676216,-0.708093221,-0.163735727
SCCS35,-0.206853751,0.463967436,-0.056447364,0.932170869,0.559376251,-0.20857117,-0.9577012,0.21587429,0.998466901,0.985878034,0.967248736,0.870679544,0.813007222,1.211863242,0.827251414,-0.909905873,0.539117203,0.369276499,1.003984957,-0.252324344,-0.270804669,-0.249174163,0.955818428,0.118460221,0.76244357,-0.975447412,0.784490274,1.002526423,-0.904375363,0.794032342,0.84080935,0.835184583,1.012671148,0.349748343,0.805324893,-0.407698497,0.86581167,0.719212435,-0.426196498,-0.224185277,1.094093142
SCCS36,-0.424292745,0.373871133,-0.0633418,0.87163469,1.422554214,-1.338276534,-0.350917301,-0.474120305,0.851903917,0.860539978,0.661343668,0.974490956,0.900284723,0.374285193,1.664461255,0.87218601,1.256287727,-0.724203098,0.732823095,-0.404083487,1.096176669,0.415926382,0.826092325,0.744957369,0.246781708,-0.357542127,1.107042242,0.689373146,-0.255427126,-0.331054243,1.179886585,1.047573736,0.685891401,-0.755086725,-0.683224865,-0.624938617,0.644883331,-0.67394628,-0.657455506,-0.959971475,-0.394726589
SCCS37,0.162764988,0.290191957,0.56110759,0.273485582,0.462786672,-0.429415116,-0.502796589,-0.12246267,0.290268365,0.265143855,0.42880718,0.254616381,0.351285169,0.179154719,0.54372037,-0.02425235,0.146561388,-0.310560309,0.320283649,-0.242305376,0.340992651,0.666186858,0.404421507,0.079411848,0.344003529,-0.497652019,0.198238086,0.475479285,-0.541156984,-0.129173339,0.572070068,0.26099586,0.447483258,-0.122450882,0.01603545,-0.241740287,0.512163548,0.009428565,-0.25501963,-0.245971505,0.177362531
SCCS38,0.591156079,-0.140410869,-0.259186673,-0.459595806,-0.537159736,0.19975777,-0.244879667,-0.190788842,-0.396722025,-0.490500116,-0.033278917,-0.159807231,-0.256142173,-0.54627507,-0.570624774,0.300970276,-0.336045878,0.189557636,-0.276083474,0.102066038,-0.583449744,-0.222930162,0.010179774,-0.984639129,-0.411813627,-0.251882244,-0.309712724,0.202057582,-0.484313563,0.143207735,-0.056944947,-0.187657896,0.076788108,-0.09724281,-0.22028382,0.210428285,-0.731387512,-0.177808582,0.177924437,0.035085087,-0.121275318
SCCS39,0.041078107,0.432524627,0.119283347,1.013164389,0.782838399,-0.616009539,-0.868000171,-0.038132372,1.031338404,1.015893003,0.964827046,0.935720774,0.865010066,1.179022341,0.947943109,-0.727049375,0.68723219,0.473192427,1.019464701,-0.308501572,0.205644859,0.063341556,0.97230465,0.341114265,0.756695743,-0.882877687,0.883979401,0.975598283,-0.802246976,0.768389899,0.912930801,0.914424453,0.98675803,-0.041858594,0.289355395,-0.442169245,0.961012426,0.205529034,-0.444644504,-0.440469924,0.476102288
SCCS4,0.200474267,0.250582938,-0.197474357,0.559535347,0.368275132,-0.045134219,-0.85270772,0.094345566,0.478266862,0.456136422,0.727154097,0.179178191,0.599177343,0.657781237,0.573191603,-0.377260405,0.396934918,0.52259037,0.568598584,-0.093227899,-0.249201089,0.8171842,0.589857168,0.344339836,0.674005133,-0.864166951,0.349229828,0.700717413,-0.76065192,0.497835305,0.565092324,0.300796344,0.704770876,0.339270946,0.647876498,-0.238445097,0.500984633,0.742609426,-0.238184869,0.245866547,-0.296951358
SCCS40,-0.023619338,0.443945458,0.32113137,0.888823872,0.978913724,-0.868580501,-0.632699693,-0.20288342,0.859094751,0.840980991,0.781211429,0.821989962,0.746136026,0.867612583,1.056131093,-0.275334722,0.745878095,0.133404988,0.824069211,-0.354966959,0.518611372,0.343433553,0.817192813,0.517814882,0.569782701,-0.647597938,0.837872607,0.777326798,-0.552986322,0.369332784,0.90281883,0.830640196,0.792585993,-0.290398671,-0.013970676,-0.520619616,1.000799019,-0.086515773,-0.521746248,-0.644122579,0.209180931
SCCS41,-0.450803583,0.464296314,-0.033755673,1.023019716,1.248835504,-1.030774595,-0.599534163,-0.219539102,1.044127044,1.052748839,0.849198904,1.079299522,0.968167224,0.810124086,1.525859561,0.182892404,1.107880564,-0.385777339,0.947784613,-0.396641371,0.690796829,0.107194391,0.96708647,0.606241094,0.497862041,-0.610961927,1.12424459,0.8712372,-0.500258874,0.092389282,1.163211849,1.103337043,0.882063658,-0.37902654,-0.133424654,-0.616575034,0.859844903,-0.179796534,-0.645506721,-0.793312508,0.284116787
SCCS42,0.291158544,0.376275937,0.809116126,0.006620485,0.521946275,-0.364519788,-0.388539621,-0.251008299,0.21772187,0.192703276,0.299902781,0.434622296,0.450902565,-0.235246096,0.514142651,0.401141873,-0.010548473,-0.757537492,0.21632288,-0.168455764,0.115536028,0.243174806,0.402820525,-0.600481604,-0.12939339,-0.37699583,0.194478525,0.517308262,-0.60245031,-0.267770645,0.619407645,0.342591951,0.403050329,-0.256919596,-0.104333711,-0.285572304,0.439796292,-0.107208611,-0.323527388,-0.687928186,0.546553169
SCCS43,0.042161916,0.457644658,0.53081641,0.588432635,0.911701833,-0.675720838,-0.561894419,-0.174678808,0.671547203,0.642500348,0.629023027,0.733009791,0.652559201,0.478426374,0.994854818,0.013722555,0.527047932,-0.375651664,0.639507708,-0.313695512,0.423502956,0.283035368,0.701511118,0.068216211,0.32004811,-0.565208697,0.670663784,0.725449,-0.587932111,0.032177677,0.889937327,0.710609386,0.686624307,-0.217541271,0.039233609,-0.48828482,0.723618211,-0.001786014,-0.512562724,-0.712678735,0.531629741
SCCS44,0.169078148,0.342887989,0.793415803,0.112183772,0.735888977,-0.641647629,-0.149324674,-0.338735285,0.127385141,0.040754918,0.196496155,0.37082399,0.213426106,-0.261316155,0.831143568,0.779407002,0.395602036,-0.866979852,0.110545906,-0.268636827,0.574339323,0.693685019,0.313078273,-0.047983707,-0.189050455,-0.1573075,0.392434372,0.33852702,-0.223046266,-0.645804353,0.717280867,0.383899158,0.269530293,-0.376101646,-0.268658358,-0.385127862,0.370290729,-0.27346747,-0.411733915,-0.836195653,0.32134029
SCCS45,0.164050255,0.573678875,1.079547785,0.2937838,0.861820709,-0.367671237,-0.556750277,-0.007709777,0.604629118,0.611870262,0.551852846,0.76513619,0.822098628,0.084173572,0.927814587,0.184262958,0.10860392,-0.929749841,0.552757662,-0.285606055,0.315835631,0.420476792,0.658256865,-0.434276532,0.158169691,-0.538674537,0.443665317,0.73459202,-0.7473542,-0.205216613,0.918984754,0.625711048,0.638778279,0.019043368,0.379598629,-0.436232504,0.911814414,0.349844325,-0.462337822,-0.396783726,0.761297709
SCCS46,0.26849047,0.163352957,0.036380744,0.473488364,0.965536519,-1.128669383,-0.191865886,-0.489263639,0.460275936,0.468810483,0.361804868,0.572782046,0.328536275,0.31926419,0.528563033,0.119036656,0.515596243,0.167589306,0.449805954,-0.30752487,0.931464947,0.130338233,0.449786916,0.396504376,0.213178545,-0.185404313,0.534508785,0.363990671,-0.167155064,0.274681475,0.439954103,0.573978429,0.364712707,-0.758479599,-0.65653653,-0.609507681,0.833203866,-0.683395507,-0.638713062,-0.630913367,-0.513415421
SCCS47,0.182820974,0.376236633,0.806212428,0.183967773,0.691449607,-0.454131192,-0.264994519,-0.124367869,0.27649197,0.202575179,0.30935951,0.492947988,0.351230362,-0.123755513,0.836383115,0.572529852,0.342867654,-0.80717206,0.251317061,-0.281286384,0.495337569,0.635520449,0.42070879,-0.127151269,-0.05336577,-0.268489715,0.429206694,0.451188665,-0.357854412,-0.479812002,0.770142428,0.466638958,0.381252192,-0.106633775,0.095442014,-0.355711776,0.441851701,0.0774563,-0.373982786,-0.426751245,0.398143867
SCCS48,0.206032247,0.260380417,0.494827443,0.188993321,0.209428608,-0.226151307,-0.535896243,-0.070192175,0.259271978,0.188489773,0.422546816,0.268888558,0.388173103,0.095258393,0.38438538,0.07689017,0.169287462,-0.192258647,0.299756271,-0.133959738,0.173067597,0.401929939,0.426410648,-0.259243185,0.201560854,-0.535871394,0.225190709,0.549263498,-0.627592587,-0.016355609,0.52678914,0.279124356,0.478614722,-0.012701662,0.060063236,-0.039745652,-0.005026553,0.07066096,-0.039281087,-0.228560086,0.09182602
SCCS49,0.125792065,0.406130751,0.634664332,0.59340067,0.794494902,-0.798375748,-0.467559441,-0.306869212,0.54562429,0.497842918,0.561347449,0.588557529,0.563014499,0.418299283,0.909884724,0.136780453,0.594758647,-0.135182829,0.52222009,-0.310115003,0.482377769,0.589583516,0.612393088,0.355350532,0.291779118,-0.482778682,0.620650172,0.604182781,-0.449563576,0.01696707,0.80564792,0.607697937,0.586846914,-0.381426991,-0.206912634,-0.381538561,0.785001818,-0.263105967,-0.375229876,-0.714563262,0.056620299
SCCS5,0.50683137,0.289529961,0.559780806,0.473017528,-0.257248789,-0.139317154,-0.939930424,0.246874493,0.531397606,0.516358257,0.705882051,0.27117561,0.675545157,0.692312976,0.216866786,-0.839092297,0.064334638,0.470558374,0.601307061,-0.192200996,-0.139322518,0.046708912,0.623346325,-0.295965937,0.886088092,-0.937963545,0.141413609,0.807990425,-1.045788238,0.561831966,0.5407283,0.272014847,0.7457806,0.191077449,0.255020235,0.16232023,-0.086423945,0.200229308,0.209696992,0.279051838,-0.136391584
SCCS50,0.448438902,0.174398605,0.486082674,-0.029983718,-0.000915204,-0.180749744,-0.393371558,-0.135782854,0.043355923,-0.027593695,0.238970172,0.17171369,0.185033761,-0.165903434,0.162736273,0.225354284,0.013246408,-0.24005219,0.095947023,-0.116178756,-0.048934859,0.148580225,0.289942461,-0.535154086,-0.018438103,-0.394382143,0.06307002,0.428079944,-0.561719122,-0.088822658,0.400881637,0.154461699,0.327371318,-0.127284335,-0.113504547,-0.016162311,-0.135634762,-0.119719836,-0.027895934,-0.275017101,0.144737573
SCCS51,0.191857305,-0.010487783,0.165170575,-0.044085607,0.021815837,-0.192628218,-0.689973093,0.020120606,-0.293044823,-0.343907935,0.25596608,-0.782540893,-0.361718031,0.123355181,-0.06276919,-0.618208188,-0.382769208,-0.14139235,-0.140774503,-0.1286644,0.150433709,1.497270024,-0.035104425,0.357994863,0.739538647,-0.684933691,-0.61055248,0.167213656,-0.629506183,-0.465199226,0.103785059,-0.60390619,0.198568361,-0.000846819,0.096071818,-0.149157311,0.197413081,0.106636739,-0.139816817,0.289159586,-0.27462093
SCCS52,-0.514458996,0.439961806,-0.843084615,-1.132543228,-1.973492125,1.922172584,-0.392657759,0.168109836,-1.022265291,-1.007930499,-0.391613545,-1.342354852,-1.351683113,-0.859561344,-0.602571311,-0.453633552,-1.332048613,-1.450153338,-1.000785231,-0.277236529,-1.009403773,1.522440209,-0.677703616,-1.477969364,-0.539788719,-0.35738744,-1.485654005,-0.183701268,-0.700646652,-1.381021563,-0.286759512,-1.3211671,-0.328171207,0.488189187,-0.004543028,1.088251056,-1.112614686,0.067134394,1.076274841,0.41835413,0.627306491
SCCS54,0.565321761,0.079890978,0.228307493,-0.323440842,-0.070623507,-0.332430955,0.013451582,-0.338389274,-0.482968656,-0.600603492,-0.140827068,-0.202026737,-0.339452515,-0.605914224,-0.437040525,0.678456187,-0.007547966,-0.249523044,-0.373102066,-0.141014273,0.359471456,0.730314866,-0.072039803,-0.322025975,-0.427652099,-0.012835072,-0.109278918,0.009414811,-0.083802314,-0.538123635,-0.047902678,-0.146755842,-0.061048246,-0.322998571,-0.380397649,0.036223524,-0.609344129,-0.396677487,-0.005153378,-0.413104127,-0.125389288
SCCS55,0.587131437,0.02909105,0.127252091,-0.107830901,-0.487376149,0.060173107,-0.521157399,-0.007737721,-0.033695393,-0.09643502,0.249920848,0.015033494,0.110423334,-0.065195893,-0.299957804,-0.181860153,-0.212524347,0.293129893,0.065470655,-0.020676838,-0.401873729,-0.190598552,0.249865005,-0.778524556,0.108672272,-0.523450015,-0.155000502,0.445818144,-0.727473168,0.31067462,0.171379015,-0.012987666,0.338711669,0.000204797,-0.073462994,0.229162041,-0.537214238,-0.082428934,0.231861908,0.13229926,-0.112165971
SCCS56,0.238193866,0.257421476,0.728763658,0.341849801,0.363667306,0.01893437,-0.587038747,0.363643773,0.569092351,0.523474945,0.570141269,0.66790962,0.574802048,0.262545492,0.624875419,-0.038074764,0.221517122,-0.316220079,0.555339635,-0.214740699,0.083648232,0.204808208,0.644038768,-0.396732103,0.291225116,-0.583438631,0.440747468,0.716208562,-0.723366919,0.134609602,0.762462207,0.576562258,0.640425591,0.461024354,0.768474949,-0.163792057,0.418417561,0.764020849,-0.162353027,0.358688518,0.439478849
SCCS57,0.222718355,0.388870045,0.817029757,0.213955827,0.864899828,-0.725080641,-0.249544706,-0.340689262,0.293258488,0.253507935,0.301180016,0.482126656,0.37570941,-0.064088177,0.77961691,0.469065114,0.305582152,-0.6846104,0.273501016,-0.284557167,0.610073258,0.55486437,0.402155945,-0.046360477,-0.023265845,-0.246308457,0.403559668,0.422308694,-0.333769794,-0.363675589,0.690345329,0.453171792,0.361236682,-0.418745711,-0.240183088,-0.486871814,0.705836206,-0.255961861,-0.516214451,-0.822103091,0.307846879
SCCS58,0.122906497,0.26197837,0.340535149,0.360632596,1.018188876,-1.053247721,-0.103263648,-0.459554491,0.317148438,0.276880695,0.272088564,0.504992192,0.248160989,0.075153709,0.807500536,0.496928953,0.568481407,-0.349974452,0.288914421,-0.329840761,0.949181872,0.534160749,0.378975486,0.366058632,0.018702265,-0.109842458,0.54376119,0.307958495,-0.082327225,-0.244700945,0.629743862,0.526548172,0.295582069,-0.656056122,-0.549485004,-0.581617569,0.676819679,-0.568287742,-0.607806621,-0.812040721,-0.198634164
SCCS59,0.244472933,0.406946022,0.947578252,0.18587145,0.642245765,-0.366989721,-0.336673675,-0.089658501,0.317441884,0.249151761,0.35116262,0.512686294,0.42872236,-0.113902105,0.826811004,0.533387625,0.300193581,-0.858182528,0.295846746,-0.272380093,0.402443292,0.583094741,0.460265161,-0.216446539,-0.014687008,-0.333900153,0.417283815,0.514905765,-0.455221388,-0.451362567,0.781503535,0.476675932,0.431013384,-0.042535791,0.182479162,-0.330302097,0.485417835,0.163827731,-0.349461138,-0.407788357,0.513266781
SCCS6,-0.101670997,0.087480903,0.864633893,0.892785554,-0.261028985,0.361311928,-1.150681814,1.169256804,1.03976824,1.052556179,1.053544273,0.675814074,1.074631598,1.076369412,0.676954578,-0.862859145,0.409388118,0.678853819,1.044453361,-0.17236641,-0.422146114,-0.015875202,0.964911697,0.045081902,1.242114725,-1.139353398,0.538728519,1.064835204,-1.150731806,0.860939447,0.880950454,0.668523733,1.058233516,1.249372949,1.184769475,0.439750737,0.159933672,1.250937492,0.496897862,1.038763451,0.644586327
SCCS60,-0.030476828,0.249194219,0.238359286,0.450825412,0.187230808,0.014861542,-0.64117644,0.211383943,0.52356169,0.484654793,0.602678217,0.522104618,0.542662861,0.523888189,0.482424751,-0.389009391,0.234329189,0.061373376,0.550841133,-0.198982527,-0.045175556,0.179387354,0.596361547,-0.106977771,0.428428468,-0.648630405,0.39553921,0.662105409,-0.676414774,0.334006635,0.611689318,0.473957411,0.638986193,0.376566191,0.615567976,-0.112305611,0.336136973,0.575185839,-0.113501507,0.2898926,0.3780593
SCCS61,0.462610622,0.087471353,-0.093718617,-0.036585217,-0.363235863,0.740825106,-0.597658418,0.739290567,0.348272188,0.302338931,0.445397277,0.552391733,0.354800338,0.075199525,-0.201303796,-0.427869321,-0.373101787,0.185697786,0.379325914,-0.075522865,-0.478245002,-0.24616117,0.512281673,-1.078373775,0.145051279,-0.592624915,0.047806497,0.643058345,-0.874113476,0.621676631,0.369859677,0.339713255,0.539868126,0.997206143,1.333144427,0.171171521,-0.230236534,1.2889793,0.17988095,1.736852956,0.235270278
SCCS62,0.116319181,-0.014122263,0.692488399,0.809585098,0.159544463,0.37377649,-1.052488888,1.015200442,1.097743518,1.102107351,1.018228164,0.89780232,0.871395121,1.082567779,0.563692553,-0.991314501,0.344976789,0.553013944,1.074296737,-0.147017149,-0.241177326,-0.301127385,0.996481288,-0.308026068,0.971092874,-1.048499037,0.598924802,1.074959335,-1.12611552,1.012354128,0.833339133,0.78716677,1.042890819,1.10896023,1.55058969,-0.026215094,0.667052117,1.606057746,0.012118587,1.09783207,0.320943086
SCCS63,0.214233607,0.451731619,1.013348913,0.186431416,0.764411706,-0.445796616,-0.364785647,-0.143212715,0.334408721,0.297025824,0.361649685,0.477012271,0.47456262,-0.096999619,0.842452566,0.449759197,0.21782068,-0.935618071,0.292547867,-0.27569849,0.461193267,0.623453289,0.446596528,-0.159027697,0.025162593,-0.356502593,0.353346494,0.502862324,-0.479551917,-0.481947639,0.767657127,0.432389393,0.429355812,-0.119937803,0.156440348,-0.427231056,0.73719859,0.136495394,-0.450322581,-0.504836563,0.556397694
SCCS64,0.164827765,0.310086863,0.676445339,0.020017951,0.581888948,-0.474322887,-0.214380582,-0.282581677,0.046300828,-0.000212502,0.179952246,0.184014671,0.138635565,-0.253155,0.568321364,0.485751355,0.119998128,-0.788109396,0.020781766,-0.222104484,0.524771268,0.769192741,0.219693663,-0.019753991,-0.112967527,-0.21379963,0.138393769,0.26514518,-0.2837898,-0.569865641,0.529341111,0.179831089,0.221545159,-0.280953849,-0.104473495,-0.395367422,0.580229314,-0.109195709,-0.42100548,-0.510765211,0.285534059
SCCS65,0.218345113,0.157865428,0.111059482,0.030027372,0.671405348,-0.812254007,0.019945132,-0.425501345,-0.072272803,-0.108503139,0.03141122,0.08809853,-0.112750138,-0.202558607,0.195514623,0.448856081,0.22041355,-0.10547735,-0.057907651,-0.236801261,0.767855596,0.464035476,0.081923557,0.27262732,-0.1353379,0.014072629,0.131768842,0.036438225,0.033793146,-0.200709561,0.195179478,0.130138507,0.038794926,-0.578241426,-0.484180301,-0.476604579,0.524267827,-0.495511789,-0.501897259,-0.465255388,-0.3337177
SCCS66,0.213834763,0.112732445,0.238870788,-0.172795342,0.439116607,-0.510705408,0.013945843,-0.347136162,-0.249495012,-0.311936815,-0.057414027,-0.091588906,-0.239635422,-0.43015055,0.20823692,0.559588864,0.040959201,-0.488258093,-0.259800677,-0.169905915,0.526433065,0.641483372,-0.03051308,0.061179387,-0.284638053,0.003150095,-0.056737661,-0.013479175,-0.01766176,-0.562475205,0.229426479,-0.056899757,-0.032310172,-0.384444772,-0.261158159,-0.379184314,0.336671327,-0.265535606,-0.402468517,-0.333446618,-0.077022059
SCCS67,0.193813285,0.160657382,0.179759508,0.056580223,-0.221399577,0.081081701,-0.473579905,0.110991029,0.043925282,0.001897149,0.319449883,0.029955923,0.073008127,0.073994995,0.042544274,-0.261416106,-0.126146334,-0.064471635,0.084405558,-0.151063685,0.212643785,0.777141674,0.240342276,-0.087534096,0.252423107,-0.474914111,-0.090351461,0.333926114,-0.528268293,-0.013795309,0.293466487,0.010439084,0.321696652,0.219237383,0.335795038,-0.009730346,0.143349593,0.321373707,-0.000228284,0.557289739,-0.059840371
SCCS68,0.084982403,0.030236157,0.625021688,0.62213624,0.183625158,0.187388495,-0.84105927,0.694775468,0.87800677,0.84170738,0.832603096,0.843595324,0.734679229,0.742068373,0.55662991,-0.546883244,0.35922482,0.279168623,0.870399142,-0.136486531,-0.043009624,-0.164985928,0.863940467,-0.394074298,0.637414407,-0.840129217,0.58716069,0.938812046,-0.942110101,0.694729868,0.800040909,0.742645799,0.882730921,0.765609691,1.048643988,0.013857996,0.352717454,1.095234459,0.037284849,0.630374846,0.306286009
SCCS69,0.046725543,0.030145063,0.76191793,0.889643322,0.250410619,0.307848668,-1.066983772,1.016080811,1.193729586,1.189287476,1.074811748,1.031796498,0.970671461,1.137492014,0.711147097,-0.938102802,0.452932412,0.506656134,1.169701954,-0.173899247,-0.176516416,-0.290143954,1.079157993,-0.314311532,0.984519727,-1.064632667,0.730900285,1.147080317,-1.142405437,1.015924481,0.949516723,0.912823241,1.108335711,1.095868635,1.518372899,-0.020814617,0.631333527,1.573945589,0.018377433,0.977582551,0.366159392
SCCS7,-0.161954815,0.486083377,0.338606079,1.093385857,0.611900696,-0.224250339,-1.142379454,0.37268119,1.093440924,1.108025417,1.096437916,0.72160782,1.08049147,1.380351016,0.946058717,-1.069329652,0.602581696,0.518232279,1.105309523,-0.317970899,-0.118249644,0.069457308,1.002705813,0.425804741,1.171414446,-1.148683734,0.715521029,1.069017686,-1.042476787,0.765949995,0.928627823,0.751488025,1.097814875,0.498468361,0.973634517,-0.371493873,0.961776862,0.900546251,-0.360408801,0.144027014,0.615314053
SCCS70,0.072234241,0.002230325,0.711883442,0.799977623,0.1332961,0.3692339,-1.054284683,0.988408073,1.116754157,1.105678832,1.028179716,0.970792797,0.915356553,1.05162912,0.569723393,-0.924043119,0.365812024,0.526420664,1.104208331,-0.1367919,-0.237354023,-0.361364164,1.031028213,-0.431580515,0.917845625,-1.050166156,0.650863567,1.119188491,-1.154826591,1.026351557,0.86815185,0.84624382,1.069586728,1.079953083,1.460764198,0.04981984,0.484584255,1.517012584,0.087303497,0.990520603,0.353456657
